Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2022,British Columbia,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,34.44,
2022,British Columbia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,44.35,
2022,British Columbia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,British Columbia,Health care and social assistance  ,Men ,55 years and over,36.84,
2022,British Columbia,Health care and social assistance  ,Women ,55 years and over,30.92,
2022,British Columbia,"Information, culture and recreation  ",Men ,55 years and over,35.13,
2022,British Columbia,"Information, culture and recreation  ",Women ,55 years and over,27.98,
2022,British Columbia,Manufacturing  ,Men ,55 years and over,38.2,
2022,British Columbia,Manufacturing  ,Women ,55 years and over,25.38,
2022,British Columbia,Other services (except public administration)  ,Men ,55 years and over,32.1,
2022,British Columbia,Other services (except public administration)  ,Women ,55 years and over,26.19,
2022,British Columbia,"Professional, scientific and technical services  ",Men ,55 years and over,55.42,
2022,British Columbia,"Professional, scientific and technical services  ",Women ,55 years and over,39.33,
2022,British Columbia,Public administration  ,Men ,55 years and over,48.59,
2022,British Columbia,Public administration  ,Women ,55 years and over,39,
2022,British Columbia,Transportation and warehousing  ,Men ,55 years and over,35.29,
2022,British Columbia,Transportation and warehousing  ,Women ,55 years and over,30.05,
2022,British Columbia,Utilities  ,Men ,55 years and over,52.81,
2022,British Columbia,Utilities  ,Women ,55 years and over,39.09,
2022,British Columbia,Wholesale and retail trade  ,Men ,55 years and over,30.57,
2022,British Columbia,Wholesale and retail trade  ,Women ,55 years and over,21.61,
2022,Manitoba,Accommodation and food services  ,Men ,15 to 24 years,13.47,
2022,Manitoba,Accommodation and food services  ,Women ,15 to 24 years,14.81,
2022,Manitoba,Agriculture  ,Men ,15 to 24 years,17.27,
2022,Manitoba,Agriculture  ,Women ,15 to 24 years,16.2,
2022,Manitoba,"Business, building and other support services  ",Men ,15 to 24 years,16.57,
2022,Manitoba,"Business, building and other support services  ",Women ,15 to 24 years,15.27,
2022,Manitoba,Construction  ,Men ,15 to 24 years,21.9,
2022,Manitoba,Construction  ,Women ,15 to 24 years,18.43,
2022,Manitoba,Educational services  ,Men ,15 to 24 years,19.05,
2022,Manitoba,Educational services  ,Women ,15 to 24 years,18.55,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,19.39,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,18.73,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,Manitoba,Health care and social assistance  ,Men ,15 to 24 years,17.09,
2022,Manitoba,Health care and social assistance  ,Women ,15 to 24 years,18.01,
2022,Manitoba,"Information, culture and recreation  ",Men ,15 to 24 years,15.79,
2022,Manitoba,"Information, culture and recreation  ",Women ,15 to 24 years,15.15,
2022,Manitoba,Manufacturing  ,Men ,15 to 24 years,19.18,
2022,Manitoba,Manufacturing  ,Women ,15 to 24 years,17.68,
2022,Manitoba,Other services (except public administration)  ,Men ,15 to 24 years,17.14,
2022,Manitoba,Other services (except public administration)  ,Women ,15 to 24 years,14.66,
2022,Manitoba,"Professional, scientific and technical services  ",Men ,15 to 24 years,20.35,
2022,Manitoba,"Professional, scientific and technical services  ",Women ,15 to 24 years,20.15,
2022,Manitoba,Public administration  ,Men ,15 to 24 years,21.91,
2022,Manitoba,Public administration  ,Women ,15 to 24 years,23.06,
2022,Manitoba,Transportation and warehousing  ,Men ,15 to 24 years,20.31,
2022,Manitoba,Transportation and warehousing  ,Women ,15 to 24 years,17.82,
2022,Manitoba,Utilities  ,Men ,15 to 24 years,,
2022,Manitoba,Utilities  ,Women ,15 to 24 years,,
2022,Manitoba,Wholesale and retail trade  ,Men ,15 to 24 years,14.49,
2022,Manitoba,Wholesale and retail trade  ,Women ,15 to 24 years,13.94,
2022,Manitoba,Accommodation and food services  ,Men ,25 to 54 years,17.4,
2022,Manitoba,Accommodation and food services  ,Women ,25 to 54 years,16.89,
2022,Manitoba,Agriculture  ,Men ,25 to 54 years,21.23,
2022,Manitoba,Agriculture  ,Women ,25 to 54 years,22.89,
2022,Manitoba,"Business, building and other support services  ",Men ,25 to 54 years,22.92,
2022,Manitoba,"Business, building and other support services  ",Women ,25 to 54 years,21.56,
2022,Manitoba,Construction  ,Men ,25 to 54 years,32.01,
2022,Manitoba,Construction  ,Women ,25 to 54 years,27.55,
2022,Manitoba,Educational services  ,Men ,25 to 54 years,36.74,
2022,Manitoba,Educational services  ,Women ,25 to 54 years,34.21,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,39.43,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,30.94,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,44.35,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,31.91,
2022,Manitoba,Health care and social assistance  ,Men ,25 to 54 years,31.95,
2022,Manitoba,Health care and social assistance  ,Women ,25 to 54 years,29.3,
2022,Manitoba,"Information, culture and recreation  ",Men ,25 to 54 years,31.88,
2022,Manitoba,"Information, culture and recreation  ",Women ,25 to 54 years,26.96,
2022,Manitoba,Manufacturing  ,Men ,25 to 54 years,28.94,
2022,Manitoba,Manufacturing  ,Women ,25 to 54 years,23.74,
2022,Manitoba,Other services (except public administration)  ,Men ,25 to 54 years,30.12,
2022,Manitoba,Other services (except public administration)  ,Women ,25 to 54 years,25.43,
2022,Manitoba,"Professional, scientific and technical services  ",Men ,25 to 54 years,39.97,
2022,Manitoba,"Professional, scientific and technical services  ",Women ,25 to 54 years,29.49,
2022,Manitoba,Public administration  ,Men ,25 to 54 years,41.19,
2022,Manitoba,Public administration  ,Women ,25 to 54 years,36.07,
2022,Manitoba,Transportation and warehousing  ,Men ,25 to 54 years,32.41,
2022,Manitoba,Transportation and warehousing  ,Women ,25 to 54 years,28.31,
2022,Manitoba,Utilities  ,Men ,25 to 54 years,39.82,
2022,Manitoba,Utilities  ,Women ,25 to 54 years,45.84,
2022,Manitoba,Wholesale and retail trade  ,Men ,25 to 54 years,29.31,
2022,Manitoba,Wholesale and retail trade  ,Women ,25 to 54 years,24.21,
2022,Manitoba,Accommodation and food services  ,Men ,55 years and over,17.94,
2022,Manitoba,Accommodation and food services  ,Women ,55 years and over,16.03,
2022,Manitoba,Agriculture  ,Men ,55 years and over,23.47,
2022,Manitoba,Agriculture  ,Women ,55 years and over,,
2022,Manitoba,"Business, building and other support services  ",Men ,55 years and over,25.11,
2022,Manitoba,"Business, building and other support services  ",Women ,55 years and over,21.22,
2022,Manitoba,Construction  ,Men ,55 years and over,31.97,
2022,Manitoba,Construction  ,Women ,55 years and over,28.19,
2022,Manitoba,Educational services  ,Men ,55 years and over,33.77,
2022,Manitoba,Educational services  ,Women ,55 years and over,33.86,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,40.09,
2022,Manitoba,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,31.72,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,43.37,
2022,Manitoba,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,Manitoba,Health care and social assistance  ,Men ,55 years and over,32.11,
2022,Manitoba,Health care and social assistance  ,Women ,55 years and over,27.56,
2022,Manitoba,"Information, culture and recreation  ",Men ,55 years and over,30.61,
2022,Manitoba,"Information, culture and recreation  ",Women ,55 years and over,28.15,
2022,Manitoba,Manufacturing  ,Men ,55 years and over,29.82,
2022,Manitoba,Manufacturing  ,Women ,55 years and over,23.54,
2022,Manitoba,Other services (except public administration)  ,Men ,55 years and over,31.06,
2022,Manitoba,Other services (except public administration)  ,Women ,55 years and over,25.03,
2022,Manitoba,"Professional, scientific and technical services  ",Men ,55 years and over,49.26,
2022,Manitoba,"Professional, scientific and technical services  ",Women ,55 years and over,31.36,
2022,Manitoba,Public administration  ,Men ,55 years and over,42.21,
2022,Manitoba,Public administration  ,Women ,55 years and over,32.54,
2022,Manitoba,Transportation and warehousing  ,Men ,55 years and over,28.71,
2022,Manitoba,Transportation and warehousing  ,Women ,55 years and over,26.44,
2022,Manitoba,Utilities  ,Men ,55 years and over,54.27,
2022,Manitoba,Utilities  ,Women ,55 years and over,,
2022,Manitoba,Wholesale and retail trade  ,Men ,55 years and over,26.79,
2022,Manitoba,Wholesale and retail trade  ,Women ,55 years and over,20.63,
2022,New Brunswick,Accommodation and food services  ,Men ,15 to 24 years,13.94,
2022,New Brunswick,Accommodation and food services  ,Women ,15 to 24 years,14.35,
2022,New Brunswick,Agriculture  ,Men ,15 to 24 years,17.54,
2022,New Brunswick,Agriculture  ,Women ,15 to 24 years,,
2022,New Brunswick,"Business, building and other support services  ",Men ,15 to 24 years,16.62,
2022,New Brunswick,"Business, building and other support services  ",Women ,15 to 24 years,16.92,
2022,New Brunswick,Construction  ,Men ,15 to 24 years,19.67,
2022,New Brunswick,Construction  ,Women ,15 to 24 years,,
2022,New Brunswick,Educational services  ,Men ,15 to 24 years,,
2022,New Brunswick,Educational services  ,Women ,15 to 24 years,20.11,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,20.3,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,New Brunswick,Health care and social assistance  ,Men ,15 to 24 years,18.38,
2022,New Brunswick,Health care and social assistance  ,Women ,15 to 24 years,19.94,
2022,New Brunswick,"Information, culture and recreation  ",Men ,15 to 24 years,14.56,
2022,New Brunswick,"Information, culture and recreation  ",Women ,15 to 24 years,13.4,
2022,New Brunswick,Manufacturing  ,Men ,15 to 24 years,18.58,
2022,New Brunswick,Manufacturing  ,Women ,15 to 24 years,19,
2022,New Brunswick,Other services (except public administration)  ,Men ,15 to 24 years,15.81,
2022,New Brunswick,Other services (except public administration)  ,Women ,15 to 24 years,16.22,
2022,New Brunswick,"Professional, scientific and technical services  ",Men ,15 to 24 years,24.61,
2022,New Brunswick,"Professional, scientific and technical services  ",Women ,15 to 24 years,20.07,
2022,New Brunswick,Public administration  ,Men ,15 to 24 years,23.44,
2022,New Brunswick,Public administration  ,Women ,15 to 24 years,24.65,
2022,New Brunswick,Transportation and warehousing  ,Men ,15 to 24 years,27.58,
2022,New Brunswick,Transportation and warehousing  ,Women ,15 to 24 years,,
2022,New Brunswick,Utilities  ,Men ,15 to 24 years,,
2022,New Brunswick,Utilities  ,Women ,15 to 24 years,,
2022,New Brunswick,Wholesale and retail trade  ,Men ,15 to 24 years,14.48,
2022,New Brunswick,Wholesale and retail trade  ,Women ,15 to 24 years,14.27,
2022,New Brunswick,Accommodation and food services  ,Men ,25 to 54 years,17.64,
2022,New Brunswick,Accommodation and food services  ,Women ,25 to 54 years,16.4,
2022,New Brunswick,Agriculture  ,Men ,25 to 54 years,20.75,
2022,New Brunswick,Agriculture  ,Women ,25 to 54 years,21.34,
2022,New Brunswick,"Business, building and other support services  ",Men ,25 to 54 years,22.12,
2022,New Brunswick,"Business, building and other support services  ",Women ,25 to 54 years,23.7,
2022,New Brunswick,Construction  ,Men ,25 to 54 years,30.18,
2022,New Brunswick,Construction  ,Women ,25 to 54 years,29.55,
2022,New Brunswick,Educational services  ,Men ,25 to 54 years,35.95,
2022,New Brunswick,Educational services  ,Women ,25 to 54 years,34.3,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,33.25,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,27.8,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,30.51,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,24.52,
2022,New Brunswick,Health care and social assistance  ,Men ,25 to 54 years,29.46,
2022,New Brunswick,Health care and social assistance  ,Women ,25 to 54 years,29.26,
2022,New Brunswick,"Information, culture and recreation  ",Men ,25 to 54 years,29.84,
2022,New Brunswick,"Information, culture and recreation  ",Women ,25 to 54 years,26.65,
2022,New Brunswick,Manufacturing  ,Men ,25 to 54 years,29.74,
2022,New Brunswick,Manufacturing  ,Women ,25 to 54 years,25.85,
2022,New Brunswick,Other services (except public administration)  ,Men ,25 to 54 years,23.29,
2022,New Brunswick,Other services (except public administration)  ,Women ,25 to 54 years,23.02,
2022,New Brunswick,"Professional, scientific and technical services  ",Men ,25 to 54 years,44.9,
2022,New Brunswick,"Professional, scientific and technical services  ",Women ,25 to 54 years,32.02,
2022,New Brunswick,Public administration  ,Men ,25 to 54 years,40.37,
2022,New Brunswick,Public administration  ,Women ,25 to 54 years,36.98,
2022,New Brunswick,Transportation and warehousing  ,Men ,25 to 54 years,27.2,
2022,New Brunswick,Transportation and warehousing  ,Women ,25 to 54 years,26.24,
2022,New Brunswick,Utilities  ,Men ,25 to 54 years,43.35,
2022,New Brunswick,Utilities  ,Women ,25 to 54 years,40.62,
2022,New Brunswick,Wholesale and retail trade  ,Men ,25 to 54 years,24.29,
2022,New Brunswick,Wholesale and retail trade  ,Women ,25 to 54 years,19.51,
2022,New Brunswick,Accommodation and food services  ,Men ,55 years and over,19.96,
2022,New Brunswick,Accommodation and food services  ,Women ,55 years and over,15.57,
2022,New Brunswick,Agriculture  ,Men ,55 years and over,23.38,
2022,New Brunswick,Agriculture  ,Women ,55 years and over,,
2022,New Brunswick,"Business, building and other support services  ",Men ,55 years and over,20.79,
2022,New Brunswick,"Business, building and other support services  ",Women ,55 years and over,18.61,
2022,New Brunswick,Construction  ,Men ,55 years and over,27.9,
2022,New Brunswick,Construction  ,Women ,55 years and over,20.76,
2022,New Brunswick,Educational services  ,Men ,55 years and over,41.54,
2022,New Brunswick,Educational services  ,Women ,55 years and over,32.76,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,35.12,
2022,New Brunswick,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,30.59,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,26.39,
2022,New Brunswick,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,New Brunswick,Health care and social assistance  ,Men ,55 years and over,31.15,
2022,New Brunswick,Health care and social assistance  ,Women ,55 years and over,27.66,
2022,New Brunswick,"Information, culture and recreation  ",Men ,55 years and over,29.05,
2022,New Brunswick,"Information, culture and recreation  ",Women ,55 years and over,28.21,
2022,New Brunswick,Manufacturing  ,Men ,55 years and over,29.19,
2022,New Brunswick,Manufacturing  ,Women ,55 years and over,20.68,
2022,New Brunswick,Other services (except public administration)  ,Men ,55 years and over,25.62,
2022,New Brunswick,Other services (except public administration)  ,Women ,55 years and over,19.76,
2022,New Brunswick,"Professional, scientific and technical services  ",Men ,55 years and over,44.96,
2022,New Brunswick,"Professional, scientific and technical services  ",Women ,55 years and over,27.59,
2022,New Brunswick,Public administration  ,Men ,55 years and over,36.87,
2022,New Brunswick,Public administration  ,Women ,55 years and over,33.56,
2022,New Brunswick,Transportation and warehousing  ,Men ,55 years and over,24.47,
2022,New Brunswick,Transportation and warehousing  ,Women ,55 years and over,24.85,
2022,New Brunswick,Utilities  ,Men ,55 years and over,44.39,
2022,New Brunswick,Utilities  ,Women ,55 years and over,,
2022,New Brunswick,Wholesale and retail trade  ,Men ,55 years and over,22.91,
2022,New Brunswick,Wholesale and retail trade  ,Women ,55 years and over,17.55,
2022,Newfoundland and Labrador,Accommodation and food services  ,Men ,15 to 24 years,14.02,
2022,Newfoundland and Labrador,Accommodation and food services  ,Women ,15 to 24 years,14,
2022,Newfoundland and Labrador,Agriculture  ,Men ,15 to 24 years,,
2022,Newfoundland and Labrador,Agriculture  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Men ,15 to 24 years,,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Construction  ,Men ,15 to 24 years,23.02,
2022,Newfoundland and Labrador,Construction  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Educational services  ,Men ,15 to 24 years,,
2022,Newfoundland and Labrador,Educational services  ,Women ,15 to 24 years,20.71,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,28.47,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Health care and social assistance  ,Men ,15 to 24 years,,
2022,Newfoundland and Labrador,Health care and social assistance  ,Women ,15 to 24 years,22.86,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,15 to 24 years,15.9,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,15 to 24 years,15.02,
2022,Newfoundland and Labrador,Manufacturing  ,Men ,15 to 24 years,,
2022,Newfoundland and Labrador,Manufacturing  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Men ,15 to 24 years,15.24,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,15 to 24 years,24.73,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Public administration  ,Men ,15 to 24 years,21.88,
2022,Newfoundland and Labrador,Public administration  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Men ,15 to 24 years,18.58,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Utilities  ,Men ,15 to 24 years,,
2022,Newfoundland and Labrador,Utilities  ,Women ,15 to 24 years,,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,15 to 24 years,14.49,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,15 to 24 years,13.8,
2022,Newfoundland and Labrador,Accommodation and food services  ,Men ,25 to 54 years,20.34,
2022,Newfoundland and Labrador,Accommodation and food services  ,Women ,25 to 54 years,16.94,
2022,Newfoundland and Labrador,Agriculture  ,Men ,25 to 54 years,,
2022,Newfoundland and Labrador,Agriculture  ,Women ,25 to 54 years,,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Men ,25 to 54 years,24.95,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Women ,25 to 54 years,25.81,
2022,Newfoundland and Labrador,Construction  ,Men ,25 to 54 years,32.27,
2022,Newfoundland and Labrador,Construction  ,Women ,25 to 54 years,30.86,
2022,Newfoundland and Labrador,Educational services  ,Men ,25 to 54 years,42.09,
2022,Newfoundland and Labrador,Educational services  ,Women ,25 to 54 years,40.62,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,39.55,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,27.74,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,44.07,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,44.89,
2022,Newfoundland and Labrador,Health care and social assistance  ,Men ,25 to 54 years,31.35,
2022,Newfoundland and Labrador,Health care and social assistance  ,Women ,25 to 54 years,29.86,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,25 to 54 years,33.78,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,25 to 54 years,25.71,
2022,Newfoundland and Labrador,Manufacturing  ,Men ,25 to 54 years,32.82,
2022,Newfoundland and Labrador,Manufacturing  ,Women ,25 to 54 years,26.65,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Men ,25 to 54 years,28.24,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Women ,25 to 54 years,23.61,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,25 to 54 years,43.71,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,25 to 54 years,37.69,
2022,Newfoundland and Labrador,Public administration  ,Men ,25 to 54 years,39.07,
2022,Newfoundland and Labrador,Public administration  ,Women ,25 to 54 years,35.51,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Men ,25 to 54 years,30.16,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Women ,25 to 54 years,27.96,
2022,Newfoundland and Labrador,Utilities  ,Men ,25 to 54 years,43.52,
2022,Newfoundland and Labrador,Utilities  ,Women ,25 to 54 years,,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,25 to 54 years,25.96,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,25 to 54 years,19.23,
2022,Newfoundland and Labrador,Accommodation and food services  ,Men ,55 years and over,,
2022,Newfoundland and Labrador,Accommodation and food services  ,Women ,55 years and over,16.95,
2022,Newfoundland and Labrador,Agriculture  ,Men ,55 years and over,,
2022,Newfoundland and Labrador,Agriculture  ,Women ,55 years and over,,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Men ,55 years and over,26.29,
2022,Newfoundland and Labrador,"Business, building and other support services  ",Women ,55 years and over,20.04,
2022,Newfoundland and Labrador,Construction  ,Men ,55 years and over,30.17,
2022,Newfoundland and Labrador,Construction  ,Women ,55 years and over,24.92,
2022,Newfoundland and Labrador,Educational services  ,Men ,55 years and over,44.06,
2022,Newfoundland and Labrador,Educational services  ,Women ,55 years and over,40.41,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,,
2022,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,34.4,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,40.56,
2022,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,Newfoundland and Labrador,Health care and social assistance  ,Men ,55 years and over,30.68,
2022,Newfoundland and Labrador,Health care and social assistance  ,Women ,55 years and over,23.85,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,55 years and over,34.97,
2022,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,55 years and over,,
2022,Newfoundland and Labrador,Manufacturing  ,Men ,55 years and over,28.77,
2022,Newfoundland and Labrador,Manufacturing  ,Women ,55 years and over,19.5,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Men ,55 years and over,29.08,
2022,Newfoundland and Labrador,Other services (except public administration)  ,Women ,55 years and over,19.94,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,55 years and over,47.87,
2022,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,55 years and over,29.1,
2022,Newfoundland and Labrador,Public administration  ,Men ,55 years and over,38.52,
2022,Newfoundland and Labrador,Public administration  ,Women ,55 years and over,33.94,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Men ,55 years and over,26.84,
2022,Newfoundland and Labrador,Transportation and warehousing  ,Women ,55 years and over,24.41,
2022,Newfoundland and Labrador,Utilities  ,Men ,55 years and over,,
2022,Newfoundland and Labrador,Utilities  ,Women ,55 years and over,,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,55 years and over,21.64,
2022,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,55 years and over,19.65,
2022,Nova Scotia,Accommodation and food services  ,Men ,15 to 24 years,14.58,
2022,Nova Scotia,Accommodation and food services  ,Women ,15 to 24 years,15.19,
2022,Nova Scotia,Agriculture  ,Men ,15 to 24 years,15.73,
2022,Nova Scotia,Agriculture  ,Women ,15 to 24 years,,
2022,Nova Scotia,"Business, building and other support services  ",Men ,15 to 24 years,16.81,
2022,Nova Scotia,"Business, building and other support services  ",Women ,15 to 24 years,15.95,
2022,Nova Scotia,Construction  ,Men ,15 to 24 years,20.28,
2022,Nova Scotia,Construction  ,Women ,15 to 24 years,17.02,
2022,Nova Scotia,Educational services  ,Men ,15 to 24 years,25.99,
2022,Nova Scotia,Educational services  ,Women ,15 to 24 years,19.16,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,20.57,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,18.64,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,22.33,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,Nova Scotia,Health care and social assistance  ,Men ,15 to 24 years,17.9,
2022,Nova Scotia,Health care and social assistance  ,Women ,15 to 24 years,21.15,
2022,Nova Scotia,"Information, culture and recreation  ",Men ,15 to 24 years,14.1,
2022,Nova Scotia,"Information, culture and recreation  ",Women ,15 to 24 years,17.35,
2022,Nova Scotia,Manufacturing  ,Men ,15 to 24 years,21.22,
2022,Nova Scotia,Manufacturing  ,Women ,15 to 24 years,18.16,
2022,Nova Scotia,Other services (except public administration)  ,Men ,15 to 24 years,18.93,
2022,Nova Scotia,Other services (except public administration)  ,Women ,15 to 24 years,15.58,
2022,Nova Scotia,"Professional, scientific and technical services  ",Men ,15 to 24 years,20.57,
2022,Nova Scotia,"Professional, scientific and technical services  ",Women ,15 to 24 years,20.42,
2022,Nova Scotia,Public administration  ,Men ,15 to 24 years,26.94,
2022,Nova Scotia,Public administration  ,Women ,15 to 24 years,21.05,
2022,Nova Scotia,Transportation and warehousing  ,Men ,15 to 24 years,21.03,
2022,Nova Scotia,Transportation and warehousing  ,Women ,15 to 24 years,,
2022,Nova Scotia,Utilities  ,Men ,15 to 24 years,,
2022,Nova Scotia,Utilities  ,Women ,15 to 24 years,,
2022,Nova Scotia,Wholesale and retail trade  ,Men ,15 to 24 years,15.36,
2022,Nova Scotia,Wholesale and retail trade  ,Women ,15 to 24 years,13.96,
2022,Nova Scotia,Accommodation and food services  ,Men ,25 to 54 years,17.71,
2022,Nova Scotia,Accommodation and food services  ,Women ,25 to 54 years,17.25,
2022,Nova Scotia,Agriculture  ,Men ,25 to 54 years,21.03,
2022,Nova Scotia,Agriculture  ,Women ,25 to 54 years,18.37,
2022,Nova Scotia,"Business, building and other support services  ",Men ,25 to 54 years,21.83,
2022,Nova Scotia,"Business, building and other support services  ",Women ,25 to 54 years,22.4,
2022,Nova Scotia,Construction  ,Men ,25 to 54 years,29.55,
2022,Nova Scotia,Construction  ,Women ,25 to 54 years,25.31,
2022,Nova Scotia,Educational services  ,Men ,25 to 54 years,35.62,
2022,Nova Scotia,Educational services  ,Women ,25 to 54 years,32.42,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,34.33,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,30.41,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,34.25,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,,
2022,Nova Scotia,Health care and social assistance  ,Men ,25 to 54 years,28.05,
2022,Nova Scotia,Health care and social assistance  ,Women ,25 to 54 years,29.09,
