Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2021,New Brunswick,Public administration  ,Women ,55 years and over,31.87,
2021,New Brunswick,Transportation and warehousing  ,Men ,55 years and over,23.67,
2021,New Brunswick,Transportation and warehousing  ,Women ,55 years and over,22.25,
2021,New Brunswick,Utilities  ,Men ,55 years and over,45,
2021,New Brunswick,Utilities  ,Women ,55 years and over,,
2021,New Brunswick,Wholesale and retail trade  ,Men ,55 years and over,23.17,
2021,New Brunswick,Wholesale and retail trade  ,Women ,55 years and over,17.64,
2021,Newfoundland and Labrador,Accommodation and food services  ,Men ,15 to 24 years,13.65,
2021,Newfoundland and Labrador,Accommodation and food services  ,Women ,15 to 24 years,12.65,
2021,Newfoundland and Labrador,Agriculture  ,Men ,15 to 24 years,,
2021,Newfoundland and Labrador,Agriculture  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Men ,15 to 24 years,15.6,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Construction  ,Men ,15 to 24 years,20.27,
2021,Newfoundland and Labrador,Construction  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Educational services  ,Men ,15 to 24 years,,
2021,Newfoundland and Labrador,Educational services  ,Women ,15 to 24 years,17.89,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,31.19,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Health care and social assistance  ,Men ,15 to 24 years,17.98,
2021,Newfoundland and Labrador,Health care and social assistance  ,Women ,15 to 24 years,22.22,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,15 to 24 years,17.14,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,15 to 24 years,14.74,
2021,Newfoundland and Labrador,Manufacturing  ,Men ,15 to 24 years,16.28,
2021,Newfoundland and Labrador,Manufacturing  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Men ,15 to 24 years,,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,15 to 24 years,23.18,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Public administration  ,Men ,15 to 24 years,23.97,
2021,Newfoundland and Labrador,Public administration  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Men ,15 to 24 years,,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Utilities  ,Men ,15 to 24 years,,
2021,Newfoundland and Labrador,Utilities  ,Women ,15 to 24 years,,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,15 to 24 years,13.25,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,15 to 24 years,13.09,
2021,Newfoundland and Labrador,Accommodation and food services  ,Men ,25 to 54 years,22.29,
2021,Newfoundland and Labrador,Accommodation and food services  ,Women ,25 to 54 years,14.9,
2021,Newfoundland and Labrador,Agriculture  ,Men ,25 to 54 years,25.06,
2021,Newfoundland and Labrador,Agriculture  ,Women ,25 to 54 years,,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Men ,25 to 54 years,24.74,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Women ,25 to 54 years,23.1,
2021,Newfoundland and Labrador,Construction  ,Men ,25 to 54 years,31.69,
2021,Newfoundland and Labrador,Construction  ,Women ,25 to 54 years,27.5,
2021,Newfoundland and Labrador,Educational services  ,Men ,25 to 54 years,39.45,
2021,Newfoundland and Labrador,Educational services  ,Women ,25 to 54 years,38.74,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,29.56,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,26.23,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,42.06,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,46.83,
2021,Newfoundland and Labrador,Health care and social assistance  ,Men ,25 to 54 years,31.04,
2021,Newfoundland and Labrador,Health care and social assistance  ,Women ,25 to 54 years,28.85,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,25 to 54 years,29.72,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,25 to 54 years,26.98,
2021,Newfoundland and Labrador,Manufacturing  ,Men ,25 to 54 years,30.8,
2021,Newfoundland and Labrador,Manufacturing  ,Women ,25 to 54 years,22.99,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Men ,25 to 54 years,26.09,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Women ,25 to 54 years,23.41,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,25 to 54 years,41.08,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,25 to 54 years,28.83,
2021,Newfoundland and Labrador,Public administration  ,Men ,25 to 54 years,38.04,
2021,Newfoundland and Labrador,Public administration  ,Women ,25 to 54 years,33.11,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Men ,25 to 54 years,34.09,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Women ,25 to 54 years,24.54,
2021,Newfoundland and Labrador,Utilities  ,Men ,25 to 54 years,42.4,
2021,Newfoundland and Labrador,Utilities  ,Women ,25 to 54 years,44.23,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,25 to 54 years,25.55,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,25 to 54 years,20.43,
2021,Newfoundland and Labrador,Accommodation and food services  ,Men ,55 years and over,,
2021,Newfoundland and Labrador,Accommodation and food services  ,Women ,55 years and over,14.65,
2021,Newfoundland and Labrador,Agriculture  ,Men ,55 years and over,,
2021,Newfoundland and Labrador,Agriculture  ,Women ,55 years and over,,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Men ,55 years and over,24.36,
2021,Newfoundland and Labrador,"Business, building and other support services  ",Women ,55 years and over,,
2021,Newfoundland and Labrador,Construction  ,Men ,55 years and over,27.27,
2021,Newfoundland and Labrador,Construction  ,Women ,55 years and over,23.73,
2021,Newfoundland and Labrador,Educational services  ,Men ,55 years and over,48.03,
2021,Newfoundland and Labrador,Educational services  ,Women ,55 years and over,36.74,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,,
2021,Newfoundland and Labrador,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,31.88,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,35.85,
2021,Newfoundland and Labrador,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2021,Newfoundland and Labrador,Health care and social assistance  ,Men ,55 years and over,28.91,
2021,Newfoundland and Labrador,Health care and social assistance  ,Women ,55 years and over,25.61,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Men ,55 years and over,27.63,
2021,Newfoundland and Labrador,"Information, culture and recreation  ",Women ,55 years and over,22.85,
2021,Newfoundland and Labrador,Manufacturing  ,Men ,55 years and over,27.93,
2021,Newfoundland and Labrador,Manufacturing  ,Women ,55 years and over,18.27,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Men ,55 years and over,28.72,
2021,Newfoundland and Labrador,Other services (except public administration)  ,Women ,55 years and over,21.26,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Men ,55 years and over,38.69,
2021,Newfoundland and Labrador,"Professional, scientific and technical services  ",Women ,55 years and over,33.06,
2021,Newfoundland and Labrador,Public administration  ,Men ,55 years and over,33.05,
2021,Newfoundland and Labrador,Public administration  ,Women ,55 years and over,31.59,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Men ,55 years and over,30.19,
2021,Newfoundland and Labrador,Transportation and warehousing  ,Women ,55 years and over,,
2021,Newfoundland and Labrador,Utilities  ,Men ,55 years and over,,
2021,Newfoundland and Labrador,Utilities  ,Women ,55 years and over,,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Men ,55 years and over,25.43,
2021,Newfoundland and Labrador,Wholesale and retail trade  ,Women ,55 years and over,16.93,
2021,Nova Scotia,Accommodation and food services  ,Men ,15 to 24 years,13.78,
2021,Nova Scotia,Accommodation and food services  ,Women ,15 to 24 years,14.08,
2021,Nova Scotia,Agriculture  ,Men ,15 to 24 years,14.41,
2021,Nova Scotia,Agriculture  ,Women ,15 to 24 years,,
2021,Nova Scotia,"Business, building and other support services  ",Men ,15 to 24 years,15.73,
2021,Nova Scotia,"Business, building and other support services  ",Women ,15 to 24 years,14.65,
2021,Nova Scotia,Construction  ,Men ,15 to 24 years,19.67,
2021,Nova Scotia,Construction  ,Women ,15 to 24 years,,
2021,Nova Scotia,Educational services  ,Men ,15 to 24 years,17.06,
2021,Nova Scotia,Educational services  ,Women ,15 to 24 years,18.44,
2021,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2021,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,18.18,
2021,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,22.26,
2021,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2021,Nova Scotia,Health care and social assistance  ,Men ,15 to 24 years,18.57,
2021,Nova Scotia,Health care and social assistance  ,Women ,15 to 24 years,20.24,
2021,Nova Scotia,"Information, culture and recreation  ",Men ,15 to 24 years,15.47,
2021,Nova Scotia,"Information, culture and recreation  ",Women ,15 to 24 years,15.43,
2021,Nova Scotia,Manufacturing  ,Men ,15 to 24 years,19.86,
2021,Nova Scotia,Manufacturing  ,Women ,15 to 24 years,16.74,
2021,Nova Scotia,Other services (except public administration)  ,Men ,15 to 24 years,16.2,
2021,Nova Scotia,Other services (except public administration)  ,Women ,15 to 24 years,15,
2021,Nova Scotia,"Professional, scientific and technical services  ",Men ,15 to 24 years,20.33,
2021,Nova Scotia,"Professional, scientific and technical services  ",Women ,15 to 24 years,18.18,
2021,Nova Scotia,Public administration  ,Men ,15 to 24 years,20.66,
2021,Nova Scotia,Public administration  ,Women ,15 to 24 years,23.38,
2021,Nova Scotia,Transportation and warehousing  ,Men ,15 to 24 years,20.47,
2021,Nova Scotia,Transportation and warehousing  ,Women ,15 to 24 years,,
2021,Nova Scotia,Utilities  ,Men ,15 to 24 years,,
2021,Nova Scotia,Utilities  ,Women ,15 to 24 years,,
2021,Nova Scotia,Wholesale and retail trade  ,Men ,15 to 24 years,13.66,
2021,Nova Scotia,Wholesale and retail trade  ,Women ,15 to 24 years,13.47,
2021,Nova Scotia,Accommodation and food services  ,Men ,25 to 54 years,16.38,
2021,Nova Scotia,Accommodation and food services  ,Women ,25 to 54 years,17.02,
2021,Nova Scotia,Agriculture  ,Men ,25 to 54 years,21.71,
2021,Nova Scotia,Agriculture  ,Women ,25 to 54 years,16.46,
2021,Nova Scotia,"Business, building and other support services  ",Men ,25 to 54 years,18.52,
2021,Nova Scotia,"Business, building and other support services  ",Women ,25 to 54 years,20.23,
2021,Nova Scotia,Construction  ,Men ,25 to 54 years,28.04,
2021,Nova Scotia,Construction  ,Women ,25 to 54 years,23.74,
2021,Nova Scotia,Educational services  ,Men ,25 to 54 years,35.64,
2021,Nova Scotia,Educational services  ,Women ,25 to 54 years,32.94,
2021,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,32.32,
2021,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,27.74,
2021,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,29.08,
2021,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,21.75,
2021,Nova Scotia,Health care and social assistance  ,Men ,25 to 54 years,26.51,
2021,Nova Scotia,Health care and social assistance  ,Women ,25 to 54 years,28.01,
2021,Nova Scotia,"Information, culture and recreation  ",Men ,25 to 54 years,30.83,
2021,Nova Scotia,"Information, culture and recreation  ",Women ,25 to 54 years,23.67,
2021,Nova Scotia,Manufacturing  ,Men ,25 to 54 years,27.92,
2021,Nova Scotia,Manufacturing  ,Women ,25 to 54 years,21.88,
2021,Nova Scotia,Other services (except public administration)  ,Men ,25 to 54 years,26.03,
2021,Nova Scotia,Other services (except public administration)  ,Women ,25 to 54 years,24.93,
2021,Nova Scotia,"Professional, scientific and technical services  ",Men ,25 to 54 years,36.73,
2021,Nova Scotia,"Professional, scientific and technical services  ",Women ,25 to 54 years,31.03,
2021,Nova Scotia,Public administration  ,Men ,25 to 54 years,39.04,
2021,Nova Scotia,Public administration  ,Women ,25 to 54 years,37.33,
2021,Nova Scotia,Transportation and warehousing  ,Men ,25 to 54 years,27.79,
2021,Nova Scotia,Transportation and warehousing  ,Women ,25 to 54 years,27.66,
2021,Nova Scotia,Utilities  ,Men ,25 to 54 years,42.92,
2021,Nova Scotia,Utilities  ,Women ,25 to 54 years,34.09,
2021,Nova Scotia,Wholesale and retail trade  ,Men ,25 to 54 years,24.66,
2021,Nova Scotia,Wholesale and retail trade  ,Women ,25 to 54 years,19.69,
2021,Nova Scotia,Accommodation and food services  ,Men ,55 years and over,18.89,
2021,Nova Scotia,Accommodation and food services  ,Women ,55 years and over,13.52,
2021,Nova Scotia,Agriculture  ,Men ,55 years and over,17.84,
2021,Nova Scotia,Agriculture  ,Women ,55 years and over,17.13,
